id,name,glottocode,year,map_name_full
667,TIMORESE/Amanuban-Amanatun,aman1264,traditional,ecai
668,ROTI,east2858,traditional,ecai
669,TIMORESE/Kusa-Manlea,kusa1252,traditional,ecai
670,MAMBAI/Damata,dama1271,traditional,ecai
671,MAMBAI/Lolei,lole1240,traditional,ecai
672,KEMAK/Nogo,nogo1237,traditional,ecai
673,TETUN,tetu1245,traditional,ecai
674,TUKUDEDE/Keha,keha1237,traditional,ecai
675,MAMBAI/Manua,manu1259,traditional,ecai
676,LAKALEI,laka1255,traditional,ecai
677,HABU,habu1241,traditional,ecai
678,IDATE,idat1237,traditional,ecai
679,GALOLI/Dadua,galo1243,traditional,ecai
680,GALOLI/Edi,edii1237,traditional,ecai
681,GALOLI/Galoli,nucl1541,traditional,ecai
682,GALOLI/Na Nahek,nana1259,traditional,ecai
683,TETUN/Soibada,east2473,traditional,ecai
684,TETUN/Eastern Tetun,east2473,traditional,ecai
685,KAIRUI-MIDIKI/Kairui,kair1266,traditional,ecai
686,NAUETI/Oso Moko,naue1237,traditional,ecai
687,NAUETI/Naumik,naue1237,traditional,ecai
688,MAKASAI/Makiere,makl1245,traditional,ecai
689,KAIRUI-MIDIKI/Midiki,midi1237,traditional,ecai
690,FATALUKU,fata1247,traditional,ecai
691,MAKU'A,maku1277,traditional,ecai
692,Dili Tetun,tetu1246,traditional,ecai
693,TETUN/N,nort2869,traditional,ecai
694,"ROTI,TIMCRESE,SAVU",,traditional,ecai
695,SELWASA,selu1242,traditional,ecai
696,YAMDENA//Southern,sout2891,traditional,ecai
699,KEI-FORDATA/Larat II,ford1244,traditional,ecai
700,WETAR/Limera,iliu1237,traditional,ecai
701,WETAR/Hahutan,iliu1237,traditional,ecai
702,WETAR/Welemur,wele1238,traditional,ecai
703,WAIMA'A,waim1252,traditional,ecai
705,WETAR/Tutunohan,tugu1245,traditional,ecai
706,GALOLI/Hehak,haha1243,traditional,ecai
708,GALOLI/Baba,baba1272,traditional,ecai
709,ADABE,adab1235,traditional,ecai
710,LAMAHOLOT/Adonara,adon1237,traditional,ecai
712,KEDANG,keda1252,traditional,ecai
713,KOLANA,kola1287,traditional,ecai
714,TANGLAPUI,sawi1256,traditional,ecai
720,WOISIKA,kama1365,traditional,ecai
721,TIMORESE/Ambenu(Vaikenu),baik1238,traditional,ecai
723,KEI-FORDATA,keif1237,traditional,ecai
726,SELARU,sela1259,traditional,ecai
727,KUI,kuii1253,traditional,ecai
729,KELON,kelo1247,traditional,ecai
730,KAFOA,kafo1240,traditional,ecai
731,NEDEBANG,nede1245,traditional,ecai
732,LAMAHOLOT/East,alor1247,traditional,ecai
734,TEWA,teiw1235,traditional,ecai
736,LAMMA,lamm1241,traditional,ecai
738,LAMAHOLOT/Ile Mandiri,nucl1534,traditional,ecai
739,LAMAHOLOT/South,lama1277,traditional,ecai
740,LAMAHOLOT/Pukaunu,lama1277,traditional,ecai
741,"TIMORESE/Amabi,Fatulau,Amfoan",amfo1237,traditional,ecai
743,SIKKA/Tana Ai,tana1283,traditional,ecai
744,SIKKA/South Coast,sikk1243,traditional,ecai
745,SIKKA/Central,sara1324,traditional,ecai
746,ENDE-LIO/Nga'o,ngao1245,traditional,ecai
747,ENDE-LIO/Ende(Ja'o),ende1246,traditional,ecai
748,ENDE-LIO/Lio(Aku),lioo1240,traditional,ecai
749,MANGGARAI/East,east2463,traditional,ecai
750,ENDE-LIO/Nage-Keo,nage1238,traditional,ecai
751,RIUNG,riun1237,traditional,ecai
752,NGADA,ngad1261,traditional,ecai
753,NGADA/South-Western,sout2884,traditional,ecai
754,NGADA/South-Eastern,east2464,traditional,ecai
755,NGADA/Central,cent2074,traditional,ecai
756,NGADA/Soa,ngad1261,traditional,ecai
757,MANGGARAI/Central Eastern,cent2073,traditional,ecai
758,MANGGARAI/Central,cent2073,traditional,ecai
759,MANGGARAI/West,west2537,traditional,ecai
760,MANGGARAI/Transitional,west2536,traditional,ecai
761,BIMA/Bima,nucl1518,traditional,ecai
762,SASAK/Central,meno1251,traditional,ecai
763,NDAO,dhao1237,traditional,ecai
765,SAVU/Liae,liae1237,traditional,ecai
766,SAVU/Seba,seba1248,traditional,ecai
767,(KAMBERA)EAST SUMBANESE/Mangili-Waijelo,mang1406,traditional,ecai
769,(KAMBERA)EAST SUMBANESE/Melolo,melo1243,traditional,ecai
770,SAVU,sabu1255,traditional,ecai
771,(KAMBERA)EAST SUMBANESE/Southern,sout2885,traditional,ecai
772,(KAMBERA)EAST SUMBANESE/Kambera,nucl1521,traditional,ecai
773,(KAMBERA)EAST SUMBANESE/Lewa,lewa1240,traditional,ecai
774,(KAMBERA)EAST SUMBANESE/Kanatang,kana1287,traditional,ecai
775,KODI,kodi1247,traditional,ecai
777,LAMBOYA,lamb1273,traditional,ecai
779,WANUKAKA/Rua,ruaa1237,traditional,ecai
780,WANUKAKA/Wanukaka,wanu1241,traditional,ecai
781,WEYEWA/Weyewa,weje1237,traditional,ecai
782,WEYEWA/Laura,laur1249,traditional,ecai
783,MAMBORU,mamb1305,traditional,ecai
784,(KAMBERA)EAST SUMBANESE/Umbu Ratu Nggai,umar1237,traditional,ecai
785,ANAKALANGU,anak1240,traditional,ecai
786,WEYEWA/Lauli,laul1237,traditional,ecai
787,WEYEWA/Tana Righu,tana1282,traditional,ecai
788,PALU'E,palu1252,traditional,ecai
789,BALI MALAY,bali1279,traditional,ecai
790,BALINESE/Standard,bali1278,traditional,ecai
792,JAVANESE/North-Western,java1254,traditional,ecai
793,MADURESE/all Dialects,nucl1460,traditional,ecai
794,JAVANESE,java1254,traditional,ecai
796,SUNDANESE/Central-Eastern,sund1252,traditional,ecai
797,SUNDANESE/South-Eastern,sund1252,traditional,ecai
798,SUNDANESE/North-Eastern,sund1252,traditional,ecai
800,JAVANESE/Manuk,java1254,traditional,ecai
801,SUNDANESE/Southern,sund1252,traditional,ecai
802,SUNDANESE/Northern,sund1252,traditional,ecai
803,ENGGANO,engg1245,traditional,ecai
806,SUNDANESE/Western,sund1252,traditional,ecai
807,LAMPUNG/C-E,lamp1243,traditional,ecai
808,KOMERING,kome1238,traditional,ecai
809,LAMPUNG/Northern,lamp1242,traditional,ecai
811,LAMPUNG/Western,lamp1243,traditional,ecai
812,LAMPUNG/Southern,lamp1243,traditional,ecai
813,LAMPUNG/S-W,lamp1243,traditional,ecai
814,LAMPUNG/C-W,lamp1243,traditional,ecai
815,SUMATRA MALAY/Semendo,seme1248,traditional,ecai
816,SUMATRA MALAY,nucl1806,traditional,ecai
819,SUMATRA MALAY/Ranau,high1292,traditional,ecai
820,NIAS/Sichule,siku1242,traditional,ecai
821,NIAS/Eastern,,traditional,ecai
826,JAVA,java1254,traditional,ecai
827,MINANGKABAU/South-Eastern,mina1268,traditional,ecai
828,MINANGKABAU/Kerinci,keri1250,traditional,ecai
829,MINANGKABAU/Kerinci-Minangkabau,keri1250,traditional,ecai
830,MINANGKABAU/Southern,mina1268,traditional,ecai
831,MINANGKABAU/Pekal,peka1242,traditional,ecai
832,SUMATRA MALAY/Serawai,sera1272,traditional,ecai
833,SUMATRA MALAY/Bengkulu,beng1290,traditional,ecai
835,REJANG,reja1240,traditional,ecai
838,SUMATRA MALAY/Daya,high1292,traditional,ecai
839,SUMATRA MALAY/Aji,high1292,traditional,ecai
847,SUMATRA MALAY/Penesak,pene1237,traditional,ecai
848,SUMATRA MALAY/Belide,beli1262,traditional,ecai
849,SUMATRA MALAY/Kayu Agung,cent2053,traditional,ecai
850,SUMATRA MALAY/Ogan,ogan1237,traditional,ecai
851,SUMATRA MALAY/Lematang,lema1245,traditional,ecai
853,SUMATRA MALAY/Enim,enim1238,traditional,ecai
854,SUMATRA MALAY/Semendo,seme1248,traditional,ecai
855,SUMATRA MALAY/Palembang,pale1264,traditional,ecai
856,SUMATRA MALAY/Musi,musi1241,traditional,ecai
857,SUMATRA MALAY/Lembak,coll1240,traditional,ecai
858,SUMATRA MALAY/Sindang Kelingi,lemb1264,traditional,ecai
860,SUMATRA MALAY/Lintang,lint1237,traditional,ecai
861,SUMATRA MALAY/Besemah,pase1242,traditional,ecai
862,SUMATRA MALAY/Rawas,rawa1270,traditional,ecai
865,MINANGKABAU,mina1268,traditional,ecai
866,SUMATRA MALAY/Kubu,kubu1239,traditional,ecai
868,JAVA,java1254,traditional,ecai
869,MINANGKABAU/Northern,mina1268,traditional,ecai
870,MINANGKABAU/Central Northern,mina1268,traditional,ecai
871,MINANGKABAU/C-W,mina1268,traditional,ecai
872,MINANGKABAU/Central,mina1268,traditional,ecai
873,MINANGKABAU/Central Eastern,mina1268,traditional,ecai
874,MENTAWAI/Southern Siberut,ment1249,traditional,ecai
875,ANGKOLA-MANDAILING,angk1248,traditional,ecai
876,Lubu,lubu1241,traditional,ecai
878,MINANGKABAU/Western,mina1268,traditional,ecai
881,ACEHNESE,achi1257,traditional,ecai
882,Kluet,bata1292,traditional,ecai
885,J,java1254,traditional,ecai
890,GAYO,gayo1244,traditional,ecai
892,Deli,deli1235,traditional,ecai
894,Alas/Kluet,bata1292,traditional,ecai
896,SIMALUNGAN,bata1288,traditional,ecai
898,KARO/Singkil,sing1240,traditional,ecai
899,KARO/Batak-Pakpak,bata1294,traditional,ecai
900,KARO/Dairi,bata1294,traditional,ecai
901,Orang Seletar,oran1259,traditional,ecai
902,MALAY,stan1306,traditional,ecai
904,Orang Kanaq,oran1258,traditional,ecai
906,MALAY,stan1306,traditional,ecai
910,SEMELAI/Temoq,temo1243,traditional,ecai
911,SEMELAI/Semelai,seme1247,traditional,ecai
912,SEMELAI,seme1247,traditional,ecai
919,SEMELAI/Semaq Palong,seme1247,traditional,ecai
920,BESISI,besi1244,traditional,ecai
922,KENABOI,kena1236,traditional,ecai
923,BESISI/Betise',beti1247,traditional,ecai
924,BESISI/Sakai of Ulu Langat,ulul1240,traditional,ecai
927,BESISI/Sisi',sisi1247,traditional,ecai
928,KENSIU/Semang of Sadang,kens1248,traditional,ecai
930,SEMAQ BERI/SEMELAI,seme1247,traditional,ecai
931,SEMAQ BERI,sema1265,traditional,ecai
932,SEMELAI/Biduanda of Chiong,seme1247,traditional,ecai
935,SEMAI/Orang Tanjong of Langat,oran1256,traditional,ecai
936,KENABOI,kena1236,traditional,ecai
937,JAH HET,jahh1242,traditional,ecai
938,CHE' WONG,chew1245,traditional,ecai
939,CHE' WONG/W,chew1245,traditional,ecai
940,CHE' WONG/E,chew1245,traditional,ecai
941,BATEK/Batek lga',bate1262,traditional,ecai
943,Batek Teq,bate1266,traditional,ecai
948,BATEK/Mintil,mint1239,traditional,ecai
949,BATEK/Batek De,bate1262,traditional,ecai
950,JEHAI/Menriq,minr1238,traditional,ecai
951,JEHAI/Batek Teh,bate1267,traditional,ecai
952,SEMAI/Bil,bill1238,traditional,ecai
953,Ulu,oran1256,traditional,ecai
954,SEMAI/Bil,bill1238,traditional,ecai
955,Temuan,temu1239,traditional,ecai
956,BATEK/Batek Hapen,bate1262,traditional,ecai
959,Batek Nong,bate1263,traditional,ecai
960,Batek Nong,bate1263,traditional,ecai
961,SEMAI,sema1266,traditional,ecai
962,SEMAI/Lipis,lipi1238,traditional,ecai
965,JEHAI/Jehai,nucl1294,traditional,ecai
966,'LOW-COUNTRY SEMANG'/Meni Gul,kens1248,traditional,ecai
967,KENSIU/Kensiu Pemsed,kens1248,traditional,ecai
968,KENSIU/Kensiu Batu,kens1249,traditional,ecai
969,KENSIU/Kensiu Siong,kens1250,traditional,ecai
970,KENSIU,kens1248,traditional,ecai
971,KENSIU,kens1248,traditional,ecai
972,KENSIU/Meni Kaien,kens1248,traditional,ecai
973,LANOH,lano1248,traditional,ecai
974,SEMAI,sema1266,traditional,ecai
976,SEMAI/Kampar,uluk1256,traditional,ecai
978,SEMAI/Cameron H. lands,came1250,traditional,ecai
979,TEMIAR,temi1246,traditional,ecai
981,SEMAI/Jelai,jela1244,traditional,ecai
982,SEMAI/Bidor,bido1238,traditional,ecai
983,SEMAI/Sungkai,sung1267,traditional,ecai
984,SEMAI/Betau,beta1249,traditional,ecai
985,SEMAI/Telom,telo1238,traditional,ecai
987,SEMAI/Perak I,pera1255,traditional,ecai
990,N-W,temi1246,traditional,ecai
992,TEMIAR/Southern,temi1246,traditional,ecai
994,TEMIAR/Northern,temi1246,traditional,ecai
995,Orang Hulu,hulu1245,traditional,ecai
996,Local Malay,nucl1806,traditional,ecai
997,Orang Seletar,oran1259,traditional,ecai
998,ABUI,abui1241,traditional,ecai
999,KABOLA,kabo1247,traditional,ecai
1000,BLAGAR,blag1240,traditional,ecai
1002,LAMAHOLOT,lama1277,traditional,ecai
1003,LAMAHOLOT/East,alor1247,traditional,ecai
1004,BUNAK,buna1278,traditional,ecai
1005,KEMAK/Kemak,nucl1540,traditional,ecai
1006,OIRATA,oira1263,traditional,ecai
1007,KISAR,kisa1266,traditional,ecai
1009,LETRI LGONA/Leti,leti1246,traditional,ecai
1010,LETRI LGONA/Lakor,lako1246,traditional,ecai
1011,LETRI LGONA/Sermata,serm1234,traditional,ecai
1012,LETRI LGONA/Moa,moaa1237,traditional,ecai
1014,LETRI LGONA/Wetan-W(N)Babar,weta1243,traditional,ecai
1015,TEUN,teun1241,traditional,ecai
1018,SIMEULUE/Eastern,sime1241,traditional,ecai
1019,SIMEULUE/Western,sime1241,traditional,ecai
1021,NIAS/Western,nias1242,traditional,ecai
1022,MENTAWAI/Northern Siberut,ment1249,traditional,ecai
1023,MINANGKABAU/Muko-Muko,muko1237,traditional,ecai
1024,MENTAWAI/Pagai,paga1237,traditional,ecai
1025,MENTAWAI/Sipura,sipu1239,traditional,ecai
1031,MINANGKABAU/South-Western,mina1268,traditional,ecai
1032,LAMPUNG/S-E,lamp1243,traditional,ecai
1033,Banten,bant1285,traditional,ecai
1034,SASAK/North,kuto1237,traditional,ecai
1035,SASAK/South-Eastern,sasa1249,traditional,ecai
1036,SUMBAWA,sumb1241,traditional,ecai
1037,SASAK/North-Eastern,nget1237,traditional,ecai
1039,LAMAHOLOT/Solor,lama1277,traditional,ecai
1041,TIMORESE/Mollo-Miomafo,moll1242,traditional,ecai
1042,LAMAHOLOT,lama1277,traditional,ecai
1043,TETUN/Western Tetun,tetu1245,traditional,ecai
1044,MAMBAI/Mambai,mamb1307,traditional,ecai
1045,JAKARTA MALAY,beta1252,traditional,ecai
1046,SUMATRA MALAY/Bangka,bang1365,traditional,ecai
1047,SUMATRA MALAY/Belitung,bang1365,traditional,ecai
